,PT_NDMI_0,PT_NDMI_1,PT_NDMI_2,PT_NDMI_3,PT_NDMI_4,PT_NDMI_5,PT_NBR_0,PT_NBR_1,PT_NBR_2,PT_NBR_3,PT_NBR_4,PT_NBR_5,PT_NDVI_0,PT_NDVI_1,PT_NDVI_2,PT_NDVI_3,PT_NDVI_4,PT_NDVI_5,area,LT_mag,TXU_asm,TXU_HOM,TXU_ENT,TXU_CON,Area,Perimeter,P/A,P/sqrt(A),Max.Distanc,D/A,D/sqrt(A),Shape Index,ndvi_rvalue,ndmi_rvalue,nbr_rvalue,ndvi_slope,ndmi_slope,nbr_slope,label
38953,0.1,0.13,0.13,0.13,0.08,0.15,0.36,0.43,0.43,0.43,0.4,0.37,0.41,0.49,0.53,0.38,0.48,0.41,13409.26,471.71,0.08,0.01,0.76,39044.01,0.0,0.01,3974.07,5.67,0.0,1383.26,1.97,1.6,-0.16500572946507802,0.21128856368212906,-0.06672848092813033,-0.0051428571428571435,0.0028571428571428554,-0.001142857142857139,1.0
26124,0.01,-0.07,-0.13,-0.12,0.08,0.15,0.33,0.16,0.07,0.07,0.28,0.46,0.26,0.32,0.36,0.4,0.38,0.63,41092.35,455.35,0.08,0.02,2.15,11824.22,0.0,0.02,2989.13,6.84,0.0,784.99,1.8,1.93,0.8721041395782402,0.5474784924841339,0.3463490524753309,0.059142857142857136,0.03314285714285715,0.028857142857142862,1.0
50853,-0.04,0.01,0.09,0.14,0.13,0.16,0.2,0.24,0.33,0.41,0.4,0.42,0.36,0.43,0.5,0.59,0.54,0.45,9706.78,287.1,0.14,0.01,0.6,4913.6,0.0,0.01,4535.24,5.19,0.0,1486.55,1.7,1.46,0.5649072760044332,0.9438179502436636,0.9423101625977024,0.024857142857142862,0.040285714285714286,0.047428571428571424,2.0
14093,0.05,0.14,0.17,0.18,0.18,0.23,0.3,0.43,0.5,0.49,0.51,0.54,0.5,0.62,0.63,0.62,0.59,0.65,6539114.54,446.2,0.02,0.02,3.62,15397.7,0.0,0.56,682.9,19.49,0.06,70.58,2.01,5.5,0.6500541734384405,0.9104592573985568,0.8781383110559676,0.01857142857142857,0.029428571428571425,0.04085714285714286,1.0
10199,0.09,0.05,0.06,0.11,0.04,0.02,0.39,0.3,0.32,0.4,0.3,0.33,0.42,0.32,0.36,0.41,0.3,0.44,17342.15,301.62,0.09,0.01,1.04,38651.33,0.0,0.01,4497.76,6.96,0.0,1660.21,2.57,1.96,0.08412684674574099,-0.5326508152736873,-0.26561990862896223,0.0025714285714285717,-0.009428571428571429,-0.006285714285714285,1.0
24814,-0.13,-0.05,-0.04,0.1,0.09,0.19,0.12,0.2,0.26,0.41,0.42,0.53,0.34,0.38,0.48,0.53,0.54,0.64,24302.65,473.55,0.12,0.02,1.28,7984.47,0.0,0.01,3401.43,6.35,0.0,1334.49,2.49,1.79,0.9811802261259844,0.9693476163322096,0.9862459875360052,0.05800000000000001,0.06171428571428573,0.08171428571428571,2.0
49085,-0.04,-0.02,-0.02,0.0,0.09,0.06,0.22,0.19,0.22,0.26,0.33,0.31,0.4,0.35,0.44,0.48,0.45,0.37,64738.65,291.73,0.04,0.02,2.92,26206.72,0.0,0.02,1703.25,5.07,0.0,490.43,1.46,1.43,0.20271352142879512,0.8814879304336893,0.8778861196578676,0.005428571428571428,0.024285714285714285,0.026000000000000002,2.0
30465,-0.07,-0.09,-0.08,0.04,0.08,0.14,0.13,0.2,0.2,0.3,0.41,0.46,0.26,0.38,0.44,0.45,0.55,0.54,11365.68,407.5,0.13,0.01,1.11,16969.71,0.0,0.01,4452.78,5.37,0.0,1412.97,1.7,1.51,0.9517866210200782,0.9268715709799872,0.9760877279974648,0.05485714285714286,0.048000000000000015,0.06799999999999999,2.0
44122,-0.08,0.11,0.08,0.08,0.03,0.04,0.21,0.44,0.4,0.38,0.29,0.3,0.37,0.41,0.55,0.5,0.48,0.48,105546.59,363.47,0.03,0.02,3.0,11565.81,0.0,0.02,1649.18,6.25,0.01,506.34,1.92,1.76,0.586296518178382,0.2866426169575933,-0.012575549236007313,0.020285714285714285,0.010285714285714287,-0.0005714285714285735,2.0
12912,0.06,-0.15,-0.01,0.04,-0.03,0.05,0.31,0.05,0.22,0.31,0.24,0.33,0.37,0.21,0.37,0.46,0.38,0.44,8014.11,441.38,0.1,0.02,0.47,1435.87,0.0,0.01,6926.55,7.23,0.0,2333.75,2.44,2.04,0.5773147322881557,0.2446471269988031,0.38970088981579865,0.02714285714285715,0.010285714285714287,0.021714285714285717,2.0
9649,-0.03,-0.09,-0.08,-0.13,-0.04,-0.08,0.2,0.16,0.2,0.12,0.22,0.19,0.32,0.35,0.39,0.36,0.4,0.34,84708.78,243.25,0.04,0.02,2.81,8708.82,0.0,0.02,1879.42,6.29,0.01,549.45,1.84,1.77,0.387699057267633,-0.2215244102581924,0.07422014677493848,0.00628571428571429,-0.004285714285714286,0.0014285714285714266,2.0
4325,-0.15,-0.07,0.03,-0.0,0.02,-0.0,0.09,0.21,0.21,0.28,0.36,0.33,0.27,0.44,0.42,0.39,0.53,0.55,24670.66,551.98,0.1,0.01,1.21,5538.25,0.0,0.01,3710.65,6.78,0.0,1300.7,2.38,1.91,0.8618061658239258,0.7656648403785075,0.9370363911069862,0.04685714285714287,0.028285714285714282,0.04914285714285715,2.0
16267,-0.29,-0.2,-0.19,-0.07,-0.04,-0.03,-0.18,-0.06,-0.02,0.14,0.19,0.22,0.17,0.29,0.36,0.38,0.39,0.42,14745.49,874.31,0.12,0.01,1.38,15388.88,0.0,0.01,4606.32,6.69,0.0,1304.87,1.89,1.89,0.9140118849386942,0.9636686033884144,0.9779740197811508,0.04485714285714286,0.054285714285714284,0.08314285714285713,1.0
13259,-0.04,-0.04,-0.02,0.05,0.06,0.02,0.08,0.12,0.21,0.25,0.31,0.27,0.04,0.13,0.2,0.15,0.29,0.16,17384.85,632.41,0.13,0.01,1.26,49487.37,0.0,0.01,4047.98,6.27,0.0,1282.06,1.98,1.77,0.6687982692926049,0.8028127151232296,0.930728391822792,0.029428571428571425,0.019142857142857142,0.044571428571428574,1.0
43653,-0.08,-0.1,0.05,0.06,0.07,0.07,0.2,0.18,0.17,0.38,0.38,0.35,0.36,0.36,0.18,0.54,0.56,0.52,100076.82,296.21,0.04,0.02,2.9,12792.91,0.0,0.02,1715.68,6.31,0.01,556.45,2.05,1.78,0.6377481392176932,0.8554888374635463,0.8073767044305543,0.050285714285714295,0.036285714285714296,0.04457142857142857,2.0
2132,-0.0,-0.0,0.06,0.16,0.08,0.06,0.27,0.25,0.34,0.45,0.36,0.38,0.38,0.38,0.5,0.58,0.5,0.53,472119.76,424.34,0.02,0.02,3.36,23145.27,0.0,0.06,942.25,7.58,0.02,236.92,1.9,2.14,0.7796228046795222,0.5765999761251577,0.7190103088105371,0.034,0.018285714285714287,0.028285714285714282,2.0
12830,0.06,0.12,0.17,0.32,0.19,0.23,0.33,0.44,0.35,0.65,0.53,0.57,0.49,0.55,0.38,0.76,0.64,0.64,250271.93,364.16,0.03,0.02,3.17,16141.32,0.0,0.04,1158.6,6.8,0.01,332.31,1.95,1.92,0.5623744839881729,0.7205658079827162,0.7457122352915386,0.04,0.03457142857142858,0.050571428571428566,2.0
24600,0.11,0.15,0.12,0.25,0.22,0.25,0.44,0.47,0.47,0.59,0.56,0.57,0.51,0.6,0.55,0.61,0.68,0.63,52877.58,374.86,0.08,0.02,2.18,15294.67,0.0,0.02,2685.8,7.42,0.01,815.88,2.25,2.09,0.8032726475874727,0.8632761730949908,0.8717260597142958,0.025714285714285717,0.029714285714285717,0.029714285714285717,1.0
26769,0.06,-0.04,-0.02,0.1,0.08,0.13,0.37,0.23,0.25,0.24,0.39,0.44,0.51,0.42,0.45,0.29,0.53,0.59,24762.48,469.46,0.07,0.01,2.23,96404.12,0.0,0.01,3003.86,5.25,0.0,955.64,1.67,1.48,0.2911613832161142,0.6557970050164728,0.4828544345794757,0.016285714285714282,0.02371428571428572,0.023428571428571427,2.0
14499,-0.03,0.04,0.06,0.05,0.16,0.02,0.27,0.33,0.38,0.35,0.44,0.15,0.41,0.52,0.5,0.54,0.38,0.16,10223.41,368.6,0.09,0.01,0.58,19679.98,0.0,0.01,5772.12,6.6,0.0,1944.79,2.22,1.86,-0.6158255504604985,0.512240832571883,-0.15971914124998512,-0.04657142857142856,0.017142857142857144,-0.00857142857142858,1.0
51098,-0.05,-0.02,0.01,0.07,0.03,0.04,0.18,0.23,0.28,0.33,0.29,0.31,0.36,0.42,0.46,0.47,0.45,0.5,22096.65,360.82,0.05,0.01,2.49,15123.3,0.0,0.01,2650.46,4.63,0.0,909.61,1.59,1.31,0.8827348295047495,0.8165382378538991,0.8475655413823613,0.022857142857142857,0.018857142857142857,0.02514285714285714,2.0
48499,-0.18,-0.04,0.0,0.04,0.07,0.11,0.03,0.17,0.22,0.28,0.32,0.36,0.21,0.38,0.44,0.46,0.51,0.53,57839.59,431.76,0.05,0.01,2.62,18173.63,0.0,0.02,2080.74,5.8,0.01,669.76,1.87,1.64,0.9220733233516964,0.9484828790564004,0.9675306557538292,0.057428571428571426,0.052000000000000005,0.061714285714285715,2.0
33981,0.13,0.05,-0.0,0.07,0.05,0.08,0.48,0.36,0.29,0.36,0.34,0.35,0.45,0.39,0.41,0.4,0.4,0.4,100781.99,315.91,0.03,0.03,3.09,6554.34,0.0,0.02,1468.39,5.41,0.01,399.33,1.47,1.53,-0.575299713338048,-0.22511727913227975,-0.544541179824902,-0.006571428571428568,-0.005142857142857143,-0.01828571428571428,1.0
15859,0.09,0.02,0.22,0.09,0.15,0.15,0.34,0.28,0.46,0.38,0.43,0.45,0.38,0.41,0.4,0.51,0.48,0.51,143794.3,518.76,0.03,0.01,3.27,111622.26,0.0,0.02,1188.46,5.37,0.01,344.35,1.56,1.51,0.8870261163068722,0.435695430862634,0.6982532518267535,0.027714285714285712,0.016,0.02628571428571428,1.0
34534,0.05,-0.07,-0.02,0.01,-0.02,-0.03,0.38,0.24,0.29,0.31,0.3,0.28,0.52,0.39,0.45,0.42,0.45,0.46,9283.5,310.0,0.11,0.02,0.48,4057.46,0.0,0.01,4802.02,5.34,0.0,1759.78,1.96,1.51,-0.1841033669199803,-0.2915676758522343,-0.3482725951594289,-0.004285714285714286,-0.006285714285714286,-0.008571428571428568,2.0
8493,-0.07,-0.11,-0.1,0.03,0.03,-0.06,0.18,0.09,0.16,0.31,0.32,0.17,0.27,0.31,0.36,0.43,0.47,0.4,10136.93,602.75,0.11,0.02,0.74,17132.41,0.0,0.01,3710.65,4.47,0.0,1244.59,1.5,1.26,0.8551093006429291,0.5157614295551276,0.464344509080058,0.03428571428571428,0.017142857142857144,0.02257142857142857,1.0
5862,0.02,0.01,-0.02,0.17,0.12,0.13,0.29,0.25,0.22,0.43,0.45,0.41,0.4,0.4,0.43,0.43,0.59,0.5,119292.55,490.23,0.02,0.01,3.46,37782.65,0.0,0.02,1322.61,5.07,0.01,414.44,1.59,1.43,0.7714362720649081,0.7349079055826442,0.7530494222656396,0.030571428571428562,0.030571428571428576,0.040285714285714286,2.0
51890,-0.1,-0.03,0.04,0.06,0.12,0.08,0.1,0.18,0.27,0.25,0.36,0.31,0.36,0.32,0.37,0.36,0.53,0.51,14663.34,453.39,0.09,0.01,1.61,20349.95,0.0,0.01,3859.08,5.2,0.0,1196.65,1.61,1.47,0.8282772803368109,0.9141801887153884,0.9012724203112924,0.039142857142857146,0.03914285714285714,0.04485714285714286,2.0
13497,0.03,0.02,0.03,-0.02,0.05,0.02,0.25,0.25,0.3,0.23,0.33,0.28,0.37,0.4,0.44,0.31,0.44,0.37,34598.56,438.2,0.06,0.01,2.43,61775.45,0.0,0.01,2248.88,4.92,0.0,781.06,1.71,1.39,-0.01078432236345538,-0.023073510088207055,0.459335401410572,-0.00028571428571428763,-0.00028571428571428525,0.00914285714285715,1.0
42645,-0.1,-0.14,-0.1,-0.05,-0.06,-0.05,0.0,-0.05,-0.01,0.06,0.02,0.04,0.15,0.13,0.15,0.18,0.15,0.18,37005.45,783.44,0.09,0.05,1.97,3943.25,0.0,0.02,3209.21,7.44,0.0,826.99,1.92,2.1,0.6523923386634749,0.7985044329532954,0.6580901965284981,0.006857142857142857,0.015428571428571429,0.013714285714285714,1.0
50274,0.16,0.29,0.32,0.22,0.4,0.42,0.44,0.59,0.62,0.4,0.69,0.7,0.57,0.74,0.72,0.47,0.72,0.79,28480.59,325.94,0.09,0.02,2.1,8989.06,0.0,0.01,2374.82,4.53,0.0,829.73,1.58,1.28,0.3464434696494447,0.8106896600761462,0.583399569580104,0.022571428571428583,0.04371428571428572,0.03942857142857143,2.0
26103,-0.07,-0.03,-0.11,0.03,0.16,0.24,0.23,0.21,0.09,0.3,0.48,0.57,0.35,0.37,0.36,0.54,0.57,0.67,46790.66,433.0,0.07,0.02,1.95,11945.21,0.0,0.02,2986.62,7.29,0.01,962.07,2.35,2.06,0.9423002564077134,0.8813523201291866,0.8093899928753172,0.06800000000000002,0.06457142857142856,0.07771428571428571,1.0
41195,0.22,-0.18,-0.17,-0.14,-0.16,-0.09,0.57,-0.1,-0.09,-0.04,-0.05,0.01,0.62,0.12,0.12,0.12,0.13,0.21,24031.83,398.43,0.08,0.04,2.13,1420.77,0.0,0.01,2877.65,5.43,0.0,863.43,1.63,1.53,-0.54231363579879,-0.5081425338354623,-0.5391685031681978,-0.057714285714285725,-0.04171428571428571,-0.07428571428571426,2.0
14129,0.04,0.17,0.16,0.21,0.14,0.21,0.28,0.46,0.48,0.54,0.49,0.51,0.55,0.66,0.62,0.69,0.62,0.63,80391.16,410.7,0.05,0.02,2.68,17566.33,0.0,0.02,2043.55,6.47,0.01,620.78,1.97,1.83,0.39735970711951296,0.6888940740113507,0.7528171994234857,0.00999999999999999,0.02314285714285713,0.03714285714285714,1.0
18918,0.2,0.03,0.13,0.08,0.09,0.15,0.55,0.37,0.47,0.32,0.44,0.47,0.61,0.48,0.53,0.33,0.5,0.52,16549.75,229.73,0.09,0.01,1.39,14929.34,0.0,0.01,2923.54,4.53,0.0,1060.79,1.64,1.28,-0.3418638737498537,-0.1077052907035789,-0.22325301474879072,-0.016857142857142852,-0.0034285714285714306,-0.009714285714285722,1.0
10629,0.15,0.0,-0.01,0.04,-0.05,0.07,0.45,0.21,0.24,0.35,0.22,0.37,0.48,0.23,0.38,0.48,0.36,0.47,98693.98,439.36,0.05,0.03,2.68,5004.5,0.0,0.04,2723.77,10.06,0.01,498.15,1.84,2.84,0.2385533511651969,-0.3784694357901958,-0.14223728250047704,0.012571428571428568,-0.014285714285714287,-0.007428571428571429,1.0
10396,0.03,-0.02,0.01,0.04,-0.01,0.04,0.26,0.22,0.26,0.33,0.26,0.33,0.35,0.34,0.38,0.41,0.31,0.4,459080.47,396.96,0.02,0.02,3.3,43571.0,0.0,0.08,1326.12,10.56,0.02,247.55,1.97,2.98,0.2648871626574592,0.22715445653021024,0.6542051241183461,0.005428571428571432,0.003142857142857143,0.015428571428571429,1.0
1606,0.06,0.15,0.07,0.15,0.22,0.15,0.25,0.41,0.31,0.42,0.52,0.44,0.36,0.3,0.43,0.54,0.61,0.5,8633.47,362.45,0.08,0.01,0.5,25544.95,0.0,0.01,5102.14,5.5,0.0,1766.22,1.9,1.55,0.8038573765563469,0.6641826260054029,0.7689265398365553,0.049714285714285725,0.021142857142857144,0.039714285714285716,1.0
1038,-0.04,0.08,-0.03,0.17,0.18,0.12,0.19,0.37,0.18,0.47,0.47,0.45,0.28,0.49,0.26,0.56,0.54,0.52,187127.16,553.14,0.03,0.02,3.12,13751.45,0.0,0.04,1441.41,7.58,0.01,367.13,1.93,2.14,0.652738424561143,0.7228918767214141,0.7385686823558939,0.047142857142857146,0.03714285714285714,0.053999999999999986,2.0
14836,-0.1,0.01,0.1,0.17,0.07,0.07,0.15,0.29,0.37,0.46,0.39,0.4,0.32,0.46,0.41,0.48,0.51,0.52,569252.94,526.92,0.02,0.02,3.49,18432.32,0.0,0.06,818.32,7.15,0.02,206.43,1.8,2.02,0.8714285714285713,0.6435793904145135,0.8006830073416507,0.034857142857142864,0.03142857142857143,0.04685714285714287,2.0
34301,0.13,0.08,0.02,0.03,-0.0,-0.01,0.47,0.37,0.3,0.27,0.28,0.26,0.41,0.37,0.4,0.28,0.35,0.4,220253.38,338.41,0.03,0.03,3.0,6520.18,0.0,0.05,1637.05,8.91,0.01,416.57,2.27,2.51,-0.2521794401732284,-0.9300775096888458,-0.8889084589699634,-0.0065714285714285675,-0.026571428571428576,-0.03857142857142857,1.0
16280,-0.29,-0.15,-0.02,-0.0,0.11,0.01,-0.21,0.0,0.24,0.28,0.4,0.3,0.23,0.37,0.46,0.48,0.52,0.48,6662.72,951.54,0.12,0.01,0.48,6557.77,0.0,0.0,4566.95,4.44,0.0,1664.36,1.62,1.25,0.8585702400752411,0.8696082056507838,0.8882473666982509,0.04914285714285714,0.06571428571428571,0.10828571428571428,1.0
19080,0.17,0.13,0.23,0.24,0.28,0.27,0.46,0.35,0.55,0.54,0.61,0.61,0.54,0.36,0.46,0.57,0.59,0.61,21014.96,510.39,0.07,0.01,2.3,21136.35,0.0,0.01,2473.77,4.32,0.0,790.22,1.38,1.22,0.6473524720982893,0.874899139891787,0.8124741754137698,0.03285714285714285,0.02742857142857143,0.04342857142857141,2.0
22608,-0.09,-0.02,0.06,0.17,0.18,0.3,0.14,0.27,0.36,0.5,0.5,0.61,0.29,0.42,0.54,0.6,0.6,0.63,67625.3,609.42,0.06,0.01,2.44,26646.95,0.0,0.02,2627.01,7.53,0.01,772.91,2.21,2.12,0.9270476295660458,0.9887177871714689,0.9809334321838798,0.06571428571428573,0.07600000000000001,0.09085714285714283,1.0
19145,0.04,0.12,0.17,0.21,0.1,0.25,0.28,0.43,0.51,0.53,0.41,0.59,0.34,0.51,0.53,0.59,0.42,0.55,1183049.01,459.56,0.02,0.02,3.48,20282.31,0.0,0.13,768.58,10.12,0.04,224.08,2.95,2.85,0.4841679508715573,0.7169682326719536,0.7362934176194975,0.023999999999999997,0.029428571428571432,0.043142857142857136,2.0
8466,0.1,0.09,0.03,0.17,0.1,-0.06,0.26,0.38,0.37,0.47,0.44,0.26,0.1,0.36,0.51,0.53,0.53,0.42,4508.32,298.0,0.09,0.04,0.18,125.33,0.0,0.0,6596.71,5.33,0.0,2332.29,1.89,1.5,0.6866027789003092,-0.4298730911847295,0.16960873588253414,0.06085714285714286,-0.018000000000000002,0.008,1.0
22704,-0.02,0.08,0.15,0.17,0.19,0.22,0.16,0.33,0.44,0.49,0.49,0.56,0.4,0.48,0.6,0.58,0.54,0.65,875778.09,559.11,0.03,0.01,3.08,66035.06,0.0,0.14,1320.82,13.74,0.03,272.06,2.83,3.87,0.8375909195373616,0.9419345632069904,0.93283445967074,0.040285714285714286,0.04428571428571428,0.07228571428571429,1.0
13471,-0.03,-0.03,0.0,-0.02,0.03,-0.02,0.2,0.2,0.27,0.22,0.29,0.23,0.34,0.36,0.4,0.3,0.4,0.33,90867.73,344.27,0.02,0.01,3.35,42561.48,0.0,0.02,1587.21,5.63,0.01,412.02,1.46,1.59,-0.04021505531333314,0.4845437118523489,0.5304693572221639,-0.0008571428571428562,0.005999999999999999,0.010571428571428568,1.0
33839,0.05,0.36,0.12,0.27,0.17,0.26,0.35,0.65,0.45,0.61,0.5,0.6,0.48,0.37,0.54,0.69,0.64,0.69,72765.48,357.73,0.04,0.04,2.84,18280.25,0.0,0.02,1753.06,5.32,0.01,595.93,1.81,1.5,0.8354838302609247,0.29823007304862514,0.4489053741997557,0.05742857142857144,0.018000000000000002,0.027428571428571427,2.0
1263,-0.01,0.1,0.04,0.13,0.16,0.01,0.25,0.36,0.24,0.4,0.44,0.17,0.43,0.35,0.29,0.52,0.58,0.16,16227.46,356.53,0.13,0.03,1.5,18501.41,0.0,0.01,3445.6,4.91,0.0,1009.27,1.44,1.39,-0.1489340310215268,0.28858438800690184,7.034509605889773e-17,-0.012285714285714285,0.010571428571428572,3.9650822308041295e-18,2.0
39394,-0.03,0.14,0.18,0.18,0.15,0.19,0.26,0.45,0.5,0.51,0.44,0.5,0.37,0.53,0.64,0.61,0.59,0.55,251626.78,436.1,0.02,0.01,3.4,42869.03,0.0,0.04,1128.58,6.34,0.01,254.21,1.43,1.79,0.5846128222154678,0.7266167376263779,0.6683291219352105,0.03,0.03228571428571428,0.03371428571428572,2.0
16750,0.04,0.16,0.2,0.2,0.19,0.11,0.35,0.49,0.52,0.56,0.53,0.3,0.5,0.58,0.54,0.65,0.63,0.24,25635.06,386.94,0.07,0.02,2.27,18325.94,0.0,0.01,2283.48,4.44,0.0,713.59,1.39,1.25,-0.3718715394708153,0.368204059852518,-0.04502345582645581,-0.029714285714285717,0.01257142857142857,-0.0025714285714285644,2.0
41463,0.01,0.1,0.1,0.18,0.24,0.4,0.33,0.42,0.23,0.51,0.59,0.63,0.48,0.58,0.07,0.63,0.67,0.43,99920.16,377.46,0.04,0.02,2.95,13721.13,0.0,0.02,1855.32,6.56,0.01,641.43,2.27,1.85,0.14176170069571387,0.9587713237853974,0.7924950877079291,0.01657142857142858,0.06999999999999999,0.06542857142857142,2.0
36765,0.0,0.02,0.13,0.12,0.12,0.12,0.24,0.3,0.44,0.41,0.41,0.36,0.38,0.4,0.53,0.55,0.55,0.39,348652.42,477.46,0.02,0.01,3.33,59918.66,0.0,0.05,1130.4,7.49,0.02,363.71,2.41,2.11,0.3287892112216858,0.8122859183570665,0.6273643326097712,0.014857142857142862,0.025428571428571425,0.02571428571428571,1.0
13808,-0.08,0.13,0.1,-0.02,0.12,0.21,0.17,0.44,0.34,0.25,0.34,0.51,0.37,0.51,0.41,0.42,0.33,0.54,50785.72,403.63,0.05,0.03,2.66,7634.28,0.0,0.01,1706.9,4.6,0.0,622.02,1.68,1.3,0.21183228859772646,0.6511949537955426,0.5683934645074724,0.00914285714285715,0.03714285714285714,0.03742857142857143,1.0
17722,-0.02,0.05,0.02,0.02,-0.01,0.0,0.28,0.35,0.31,0.33,0.29,0.35,0.4,0.45,0.44,0.44,0.43,0.51,61967.91,352.62,0.06,0.01,2.26,51423.55,0.0,0.02,2083.17,5.99,0.01,714.61,2.06,1.69,0.7236464068434282,-0.16903085094570336,0.3391595623147104,0.013999999999999995,-0.0022857142857142863,0.0054285714285714215,2.0
16227,-0.29,-0.2,-0.05,-0.03,0.1,-0.1,-0.2,-0.03,0.21,0.25,0.31,0.2,0.27,0.37,0.47,0.51,0.39,0.45,4098.56,818.0,0.07,0.01,0.11,817.56,0.0,0.0,6493.64,4.95,0.0,2074.32,1.58,1.4,0.6230559828490335,0.7315355319107407,0.8339598206277037,0.028571428571428567,0.05342857142857143,0.08742857142857144,1.0
44431,0.1,-0.02,-0.02,0.02,0.0,-0.01,0.32,0.18,0.23,0.27,0.24,0.22,0.39,0.27,0.46,0.49,0.46,0.44,9648.76,575.39,0.18,0.02,1.0,3843.05,0.0,0.01,5359.83,6.13,0.0,1500.77,1.72,1.73,0.5689682678773859,-0.5253077356413929,-0.3143620991973503,0.024285714285714282,-0.012857142857142857,-0.008,1.0
7665,0.11,0.07,0.13,0.12,0.13,0.15,0.36,0.29,0.41,0.44,0.45,0.45,0.42,0.4,0.43,0.54,0.54,0.48,302910.19,420.74,0.03,0.02,3.08,18706.9,0.0,0.06,1417.82,9.04,0.01,306.29,1.95,2.55,0.7219211120641079,0.7286721858919595,0.8033543124054942,0.02371428571428572,0.010571428571428572,0.027428571428571438,2.0
40633,-0.1,0.02,-0.07,0.08,-0.04,0.01,0.12,0.25,0.16,0.37,0.22,0.21,0.34,0.4,0.35,0.51,0.41,0.43,759736.84,553.55,0.02,0.02,3.46,21538.73,0.0,0.08,748.84,7.65,0.02,171.67,1.75,2.16,0.5559265472665736,0.4215908272147135,0.3537825868808361,0.01828571428571428,0.014857142857142859,0.016285714285714285,2.0
29676,0.15,0.12,0.11,0.14,0.21,0.14,0.37,0.4,0.39,0.41,0.53,0.47,0.42,0.39,0.54,0.53,0.6,0.58,15412.75,373.64,0.1,0.01,0.94,13304.34,0.0,0.01,3590.95,5.39,0.0,1338.27,2.01,1.52,0.8847394956456274,0.381024964049344,0.8088223218897316,0.040571428571428564,0.007142857142857145,0.026000000000000002,1.0
20130,0.3,0.07,0.09,0.11,0.1,0.12,0.6,0.32,0.39,0.41,0.42,0.42,0.35,0.37,0.45,0.48,0.54,0.53,20983.55,314.39,0.11,0.01,1.26,27097.71,0.0,0.01,3425.22,5.76,0.0,1236.88,2.08,1.63,0.9661746205313736,-0.5012632502030847,-0.3337893399600487,0.04114285714285716,-0.02257142857142857,-0.016571428571428574,2.0
12153,0.14,0.04,-0.04,-0.14,-0.09,-0.09,0.39,0.3,0.1,0.05,0.11,0.13,0.4,0.38,0.22,0.21,0.31,0.3,8698.5,517.21,0.13,0.01,0.66,5009.73,0.0,0.01,6029.81,6.5,0.0,1995.01,2.15,1.83,-0.4892942539976062,-0.8498436072717279,-0.7683689056333152,-0.020571428571428574,-0.04685714285714285,-0.05485714285714285,2.0
42890,-0.14,-0.12,-0.1,-0.03,0.02,0.05,-0.03,-0.02,0.01,0.12,0.14,0.18,0.12,0.15,0.15,0.2,0.29,0.28,10786.31,584.12,0.15,0.02,1.31,29933.79,0.0,0.01,4722.65,5.97,0.0,1555.02,1.97,1.68,0.9435058522157148,0.9817674719980504,0.96649113649594,0.03628571428571429,0.04114285714285714,0.04685714285714285,2.0
39907,-0.17,-0.03,-0.08,0.27,-0.04,-0.04,0.05,0.21,0.18,0.43,0.08,0.26,0.28,0.36,0.36,0.39,0.26,0.48,3774.41,492.83,0.08,0.02,0.21,582.04,0.0,0.0,6361.11,4.54,0.0,2248.99,1.6,1.28,0.4912178708109365,0.3480639632315917,0.35497528936883604,0.020857142857142852,0.027714285714285712,0.026000000000000002,1.0
51979,-0.01,-0.07,-0.03,0.06,-0.05,-0.05,0.22,0.04,0.13,0.2,0.13,0.13,0.34,0.26,0.32,0.1,0.34,0.39,48615.91,428.91,0.07,0.02,2.18,22602.32,0.0,0.02,2473.77,6.32,0.01,782.27,2.0,1.78,0.14033155360500102,-0.05763904177042351,-0.09231536714010548,0.007714285714285714,-0.001428571428571429,-0.0031428571428571426,1.0
43406,0.1,-0.01,-0.06,-0.04,-0.02,-0.03,0.38,0.24,0.22,0.25,0.23,0.21,0.2,0.35,0.4,0.45,0.48,0.44,17798.4,307.17,0.12,0.01,1.27,25535.5,0.0,0.01,4272.87,6.61,0.0,1316.12,2.04,1.87,0.8601451180237847,-0.6236413804652249,-0.7229135344563556,0.04685714285714285,-0.018857142857142857,-0.024285714285714282,1.0
51195,0.09,-0.09,0.0,0.11,0.11,0.09,0.32,0.08,0.22,0.33,0.34,0.33,0.31,0.26,0.37,0.3,0.3,0.49,13846.61,403.4,0.13,0.04,1.14,2543.49,0.0,0.01,3996.08,5.49,0.0,1405.6,1.93,1.55,0.6168527726485191,0.4708461616007486,0.4871054822167221,0.027142857142857142,0.020285714285714292,0.02685714285714286,2.0
45450,-0.02,-0.01,-0.04,0.02,0.01,0.0,0.15,0.14,0.22,0.28,0.25,0.2,0.24,0.25,0.45,0.5,0.43,0.38,51034.44,499.61,0.04,0.03,2.74,2127.78,0.0,0.01,2052.7,5.36,0.0,548.4,1.43,1.51,0.6393899868915545,0.5443588252359327,0.6218185230797325,0.03685714285714286,0.006285714285714285,0.01828571428571429,1.0
39693,-0.16,-0.08,-0.11,0.19,-0.08,-0.1,-0.15,0.08,0.06,0.39,0.1,0.12,0.09,0.4,0.28,0.09,0.3,0.35,4624.25,730.29,0.1,0.01,0.21,1330.19,0.0,0.0,5565.97,4.24,0.0,1967.87,1.5,1.2,0.3280714791327784,0.2578807147775637,0.5387745763336903,0.02314285714285713,0.017142857142857144,0.049714285714285725,1.0
